organization_id,organization_name,alias,organization_type,registration_number,address,city,state,country,industry,status,source_id,confidence_score,created_at,updated_at
O0284,Verma Solutions,,Manufacturing Firm,REG397457,"649, Bhagat Street",Jabalpur,Madhya Pradesh,India,Retail,Active,SRC029,0.82,2024-08-12 16:15:18,2024-12-03 03:09:59
O0285,Rathore Services,Org-0285,NGO,REG215526,"658, Sathe Zila",Dewas,Madhya Pradesh,India,Technology,Active,SRC013,0.86,2025-03-26 05:54:39,2025-07-19 20:43:17
O0286,Malhotra Transport,,Consultancy,REG693264,"H.No. 78, Samra Ganj",Lucknow,Uttar Pradesh,India,Manufacturing,Active,SRC017,0.84,2024-08-15 18:43:08,2025-02-08 04:19:24
O0287,Sharma Services,Org-0287,Security Agency,REG325404,"305, Dixit Ganj",Pune,Maharashtra,India,Technology,Inactive,SRC028,0.92,2026-03-30 05:15:16,2026-04-16 00:15:16
O0288,Rathore Transport,,Retail Business,REG124040,"H.No. 118, Goyal Zila",Nagpur,Maharashtra,India,Technology,Under Review,SRC025,0.95,2026-06-12 01:19:21,2026-07-05 06:19:21
O0289,Mishra Logistics,,Consultancy,REG130401,"38, Bhat Circle",Dewas,Madhya Pradesh,India,Hospitality,Under Review,SRC016,0.86,2026-06-28 03:11:02,2026-07-27 07:11:02
O0290,Verma Services,Org-0290,NGO,REG813241,"124, Sagar Ganj",Gurugram,Haryana,India,Retail,Active,SRC020,0.83,2024-12-06 17:08:11,2024-12-14 22:08:11
O0291,Patel Industries,,Trading Firm,REG233563,"H.No. 107, Natarajan Road",Jaipur,Rajasthan,India,Construction,Inactive,SRC015,0.85,2024-06-22 15:43:53,2026-04-20 06:48:49
O0292,Shah Transport,,Trading Firm,REG833880,"00/991, Shenoy Zila",Bengaluru,Karnataka,India,Construction,Active,SRC016,0.88,2024-04-23 14:18:14,2025-05-05 19:53:22
O0293,Yadav Logistics,,NGO,REG916317,"11/150, Chhabra Road",Lucknow,Uttar Pradesh,India,Logistics,Inactive,SRC019,0.81,2024-06-10 01:44:21,2024-06-10 16:44:21
O0294,Chauhan Industries,,Trading Firm,REG131417,"H.No. 112, Shah Circle",Bhopal,Madhya Pradesh,India,Hospitality,Inactive,SRC002,0.89,2026-01-26 08:59:53,2026-06-26 16:03:12
O0295,Bansal Trading,,Security Agency,REG562807,"26/70, Bhakta Ganj",Delhi,Delhi,India,Transport,Under Review,SRC007,0.95,2025-07-27 02:56:34,2025-08-04 03:56:34
O0296,Malhotra Transport,,Retail Business,REG584903,"99, Mane Zila",Pune,Maharashtra,India,Construction,Inactive,SRC030,0.96,2025-08-11 19:25:30,2025-08-14 10:25:30
O0297,Sharma Industries,,Security Agency,REG750317,"10/45, Mitter Zila",Ahmedabad,Gujarat,India,Finance,Inactive,SRC006,0.9,2024-04-28 23:09:33,2025-01-06 03:20:15
O0298,Sharma Trading,,Consultancy,REG680996,"56, Basak Zila",Bengaluru,Karnataka,India,Construction,Under Review,SRC026,0.87,2025-07-04 17:43:37,2025-07-31 06:43:37
O0299,Jain Solutions,,Hospitality Business,REG616369,"35/91, Sibal Street",Nagpur,Maharashtra,India,Technology,Under Review,SRC020,0.9,2024-11-22 14:57:25,2024-12-13 12:57:25
O0300,Malhotra Enterprises,,NGO,REG689266,"24/799, Pandya Nagar",Nagpur,Maharashtra,India,Technology,Under Review,SRC019,0.84,2024-06-27 06:03:42,2024-08-11 08:33:01
O0301,Khan Solutions,Org-0301,Retail Business,REG556879,"47/509, Sule Zila",Mumbai,Maharashtra,India,Logistics,Under Review,SRC027,0.87,2025-06-19 18:53:07,2025-07-18 02:53:07
O0302,Deshmukh Transport,,Trading Firm,REG879319,"640, Wable Path",Kota,Rajasthan,India,Technology,Active,SRC007,0.96,2026-07-03 07:14:20,2026-07-19 15:14:20
O0303,Singh Transport,,Manufacturing Firm,REG521742,"H.No. 855, Soman Chowk",Bhopal,Madhya Pradesh,India,Hospitality,Active,SRC008,0.8,2024-03-23 13:44:45,2026-08-13 05:43:09
O0304,Khan Trading,,Hospitality Business,REG469753,"57, Sant Marg",Bengaluru,Karnataka,India,Transport,Active,SRC008,0.81,2026-06-03 20:09:13,2026-08-17 18:58:34
O0305,Shah Logistics,,Security Agency,REG944202,"H.No. 061, Mane Nagar",Bengaluru,Karnataka,India,Logistics,Active,SRC022,0.89,2024-06-16 21:16:03,2026-01-10 18:09:02
O0306,Sharma Logistics,,Manufacturing Firm,REG474637,"H.No. 735, Ramakrishnan Ganj",Dewas,Madhya Pradesh,India,Construction,Active,SRC018,0.99,2025-05-29 15:36:53,2026-04-16 03:54:43
O0307,Sharma Logistics,,Transport Company,REG182193,"H.No. 97, Bail Circle",Surat,Gujarat,India,Finance,Under Review,SRC002,0.94,2024-01-10 02:39:38,2025-03-30 07:56:31
O0308,Bansal Trading,,Logistics Company,REG415575,"H.No. 690, Verma Nagar",Jaipur,Rajasthan,India,Retail,Under Review,SRC002,0.91,2024-11-05 01:00:32,2024-11-05 23:00:32
O0309,Saxena Enterprises,,Consultancy,REG328080,"H.No. 50, Mishra Chowk",Bhopal,Madhya Pradesh,India,Technology,Inactive,SRC025,0.96,2026-07-27 19:32:13,2026-08-18 04:32:13
O0310,Yadav Trading,,NGO,REG884826,"H.No. 39, Mand Road",Bengaluru,Karnataka,India,Finance,Inactive,SRC027,0.94,2025-02-03 15:03:17,2025-08-08 21:55:33
O0311,Jain Transport,,Retail Business,REG999700,"26, Padmanabhan Ganj",Surat,Gujarat,India,Retail,Under Review,SRC006,0.89,2024-04-03 04:31:03,2026-07-27 11:04:09
O0312,Bansal Industries,,Security Agency,REG993336,"38/334, Modi",Mumbai,Maharashtra,India,Finance,Under Review,SRC012,0.96,2026-07-12 16:00:23,2026-07-23 20:00:23
O0313,Bansal Enterprises,,Retail Business,REG482866,"992, Shenoy Chowk",Gwalior,Madhya Pradesh,India,Manufacturing,Under Review,SRC014,0.95,2025-04-03 06:32:11,2025-10-21 17:01:31
O0314,Mehta Enterprises,,Manufacturing Firm,REG143011,"589, Sabharwal",Lucknow,Uttar Pradesh,India,Construction,Active,SRC030,0.9,2024-04-24 05:01:12,2026-02-26 16:38:44
O0315,Mishra Solutions,,Manufacturing Firm,REG444294,"H.No. 131, Kibe Zila",Hyderabad,Telangana,India,Transport,Inactive,SRC024,0.9,2026-03-10 19:40:57,2026-08-18 06:41:08
O0316,Patel Solutions,,Logistics Company,REG964610,"71/87, Shenoy",Jaipur,Rajasthan,India,Transport,Under Review,SRC018,0.85,2025-10-09 22:59:35,2025-10-17 15:59:35
O0317,Joshi Solutions,Org-0317,Manufacturing Firm,REG242847,"30/90, Sodhi Chowk",Gwalior,Madhya Pradesh,India,Transport,Inactive,SRC014,0.94,2024-05-16 23:20:53,2024-11-06 22:07:46
O0318,Jain Enterprises,Org-0318,Hospitality Business,REG724594,"H.No. 090, Grover Marg",Bhopal,Madhya Pradesh,India,Technology,Inactive,SRC026,0.87,2025-09-08 07:03:03,2025-09-30 09:03:03
O0319,Saxena Industries,,NGO,REG181582,"66, Natt Nagar",Mumbai,Maharashtra,India,Logistics,Under Review,SRC025,0.94,2026-05-09 20:10:56,2026-05-14 14:10:56
O0320,Yadav Services,,Security Agency,REG568742,"90/25, Dugar Path",Jabalpur,Madhya Pradesh,India,Manufacturing,Under Review,SRC016,0.98,2026-04-18 09:17:00,2026-05-03 22:17:00
O0321,Saxena Transport,,Retail Business,REG397661,"784, Sathe Nagar",Nagpur,Maharashtra,India,Retail,Active,SRC007,0.9,2025-10-03 03:36:39,2025-10-31 11:36:39
O0322,Agarwal Solutions,,Transport Company,REG605966,"02/41, Chawla Marg",Jabalpur,Madhya Pradesh,India,Manufacturing,Under Review,SRC002,0.8,2025-04-27 10:19:46,2026-08-29 18:56:06
O0323,Agarwal Industries,,Retail Business,REG728983,"97, Balay Ganj",Bhopal,Madhya Pradesh,India,Transport,Under Review,SRC027,0.86,2025-07-06 20:58:19,2025-08-01 00:58:19
O0324,Yadav Enterprises,,Trading Firm,REG557574,"019, Narayan Street",Kota,Rajasthan,India,Hospitality,Active,SRC007,0.93,2024-04-30 23:01:31,2026-04-02 02:50:45
O0325,Mishra Solutions,,Trading Firm,REG261520,"H.No. 70, Wable Road",Surat,Gujarat,India,Technology,Inactive,SRC019,0.84,2024-12-28 15:36:27,2026-01-25 14:08:13
O0326,Khan Industries,,Consultancy,REG376307,"313, Memon Chowk",Indore,Madhya Pradesh,India,Logistics,Inactive,SRC010,0.82,2025-11-21 06:03:15,2026-03-27 04:02:56
O0327,Singh Services,,Consultancy,REG516600,"H.No. 65, Kamdar Nagar",Jabalpur,Madhya Pradesh,India,Technology,Active,SRC026,0.81,2026-03-09 17:59:46,2026-03-26 08:59:46
O0328,Saxena Logistics,,Transport Company,REG389726,"H.No. 748, Kant Circle",Ahmedabad,Gujarat,India,Retail,Inactive,SRC030,0.98,2026-05-17 00:48:56,2026-05-20 10:48:56
O0329,Verma Enterprises,,Retail Business,REG452730,"H.No. 120, Chokshi Street",Bhopal,Madhya Pradesh,India,Construction,Inactive,SRC012,0.87,2026-06-04 18:12:33,2026-06-22 00:12:33
O0330,Saxena Services,,Trading Firm,REG544557,"076, Patla Chowk",Surat,Gujarat,India,Construction,Active,SRC012,0.95,2025-11-24 00:36:46,2025-12-21 03:36:46
O0331,Mishra Services,,NGO,REG960222,"H.No. 869, Dhaliwal Chowk",Gurugram,Haryana,India,Technology,Active,SRC010,0.99,2024-12-23 11:07:17,2026-02-24 04:49:02
O0332,Mehta Logistics,,Logistics Company,REG407970,"73/65, Sen Circle",Hyderabad,Telangana,India,Construction,Active,SRC016,0.82,2026-02-20 00:52:47,2026-03-13 15:52:47
O0333,Rathore Transport,,Construction Company,REG198031,"23/15, Choudhary Zila",Surat,Gujarat,India,Manufacturing,Under Review,SRC008,0.84,2024-01-08 18:32:47,2026-06-18 05:27:48
O0334,Chauhan Logistics,,Manufacturing Firm,REG814761,"83, Kari Zila",Kanpur,Uttar Pradesh,India,Construction,Active,SRC022,0.93,2024-11-17 01:26:28,2025-03-22 04:06:58
O0335,Bansal Transport,,NGO,REG630769,"36/61, Rout Chowk",Bhopal,Madhya Pradesh,India,Technology,Under Review,SRC022,0.8,2024-12-16 18:22:05,2026-08-08 22:03:03
O0336,Verma Enterprises,,NGO,REG306468,"83/76, Sama Nagar",Ujjain,Madhya Pradesh,India,Retail,Active,SRC004,0.87,2024-03-06 20:51:14,2025-11-14 12:27:17
O0337,Khan Logistics,,Security Agency,REG150842,"550, Padmanabhan Chowk",Mumbai,Maharashtra,India,Logistics,Under Review,SRC023,0.84,2025-06-10 05:40:50,2025-07-12 04:44:38
O0338,Gupta Transport,,Consultancy,REG715970,"78/264, Hegde Nagar",Pune,Maharashtra,India,Logistics,Active,SRC030,0.8,2024-09-19 10:26:29,2025-10-05 14:20:31
O0339,Tiwari Transport,,NGO,REG277796,"402, Vig Circle",Pune,Maharashtra,India,Retail,Under Review,SRC018,0.92,2024-11-21 20:16:28,2026-08-08 08:54:11
O0340,Agarwal Enterprises,,Consultancy,REG644979,"91/08, Sethi Chowk",Lucknow,Uttar Pradesh,India,Retail,Inactive,SRC025,0.89,2024-04-15 08:00:10,2024-11-01 08:04:15
O0341,Jain Solutions,,Construction Company,REG875053,"35, Agarwal Chowk",Jaipur,Rajasthan,India,Logistics,Under Review,SRC008,0.86,2026-03-30 23:24:43,2026-04-07 12:24:43
O0342,Khan Enterprises,,Hospitality Business,REG556093,"68/32, Andra Nagar",Ujjain,Madhya Pradesh,India,Transport,Inactive,SRC009,0.83,2025-03-31 01:28:04,2025-12-11 19:45:45
O0343,Agarwal Enterprises,,Security Agency,REG585595,"H.No. 43, Aggarwal Chowk",Kota,Rajasthan,India,Construction,Under Review,SRC025,0.83,2024-04-12 16:42:36,2024-05-08 14:54:44
O0344,Deshmukh Industries,,Transport Company,REG563830,"92/89, Deshpande Chowk",Gurugram,Haryana,India,Technology,Under Review,SRC003,0.93,2024-05-09 19:34:12,2025-07-10 15:32:19
O0345,Rathore Services,,Security Agency,REG385869,"19, Mukherjee Ganj",Kanpur,Uttar Pradesh,India,Finance,Inactive,SRC013,0.9,2026-03-04 19:57:05,2026-03-05 18:57:05
O0346,Agarwal Enterprises,,Manufacturing Firm,REG327778,"H.No. 131, Walla Nagar",Ujjain,Madhya Pradesh,India,Technology,Active,SRC003,0.95,2026-06-16 18:43:04,2026-07-10 04:43:04
O0347,Mishra Services,,Construction Company,REG305504,"115, Cherian Chowk",Surat,Gujarat,India,Transport,Active,SRC005,0.92,2025-06-14 06:33:08,2025-06-15 02:33:08
O0348,Sharma Industries,,Manufacturing Firm,REG944317,"H.No. 22, Dada Chowk",Hyderabad,Telangana,India,Hospitality,Inactive,SRC025,0.98,2025-11-04 03:51:56,2025-11-15 10:51:56
O0349,Chauhan Services,,NGO,REG166979,"66, Sahni Path",Jaipur,Rajasthan,India,Retail,Under Review,SRC018,0.83,2024-12-22 06:56:12,2025-01-14 18:56:12
O0350,Shah Industries,,Transport Company,REG797291,"910, Savant Ganj",Jabalpur,Madhya Pradesh,India,Finance,Inactive,SRC013,0.91,2024-09-16 19:38:54,2026-07-04 22:42:02
O0351,Khan Logistics,,Transport Company,REG341595,"45, Tandon Marg",Jabalpur,Madhya Pradesh,India,Manufacturing,Under Review,SRC018,0.95,2026-08-07 16:42:14,2026-08-09 01:42:14
O0352,Chauhan Solutions,,Transport Company,REG639682,"24/987, Mitra Marg",Bhopal,Madhya Pradesh,India,Hospitality,Inactive,SRC030,0.86,2024-03-13 18:05:13,2024-12-08 06:19:01
O0353,Joshi Services,,Logistics Company,REG378392,"H.No. 319, Kota Zila",Lucknow,Uttar Pradesh,India,Technology,Inactive,SRC019,0.87,2025-07-20 22:08:18,2025-08-14 03:08:18
O0354,Yadav Solutions,,Retail Business,REG965782,"02/82, Seth",Surat,Gujarat,India,Manufacturing,Under Review,SRC013,0.91,2025-02-25 07:54:11,2025-12-06 07:40:43
O0355,Verma Enterprises,,Construction Company,REG514815,"H.No. 711, Pau Ganj",Indore,Madhya Pradesh,India,Manufacturing,Under Review,SRC014,0.85,2024-01-27 23:08:43,2025-09-16 10:45:16
O0356,Deshmukh Enterprises,,Hospitality Business,REG335081,"668, Mani",Nagpur,Maharashtra,India,Finance,Inactive,SRC002,0.87,2026-03-08 00:45:15,2026-04-06 10:45:15
O0357,Malhotra Services,,Security Agency,REG938479,"83, Soni Marg",Gwalior,Madhya Pradesh,India,Transport,Active,SRC002,0.81,2025-04-13 07:10:26,2025-04-19 10:10:26
O0358,Mehta Solutions,,Consultancy,REG362206,"457, Narayanan Zila",Jabalpur,Madhya Pradesh,India,Manufacturing,Under Review,SRC004,0.96,2026-07-15 12:29:37,2026-08-01 02:29:37
O0359,Verma Trading,,Manufacturing Firm,REG197190,"47/27, Basak Marg",Jabalpur,Madhya Pradesh,India,Technology,Under Review,SRC022,0.8,2024-09-10 12:10:05,2026-06-13 22:06:38
O0360,Mishra Enterprises,,Transport Company,REG334669,"17/71, Chana Chowk",Surat,Gujarat,India,Technology,Under Review,SRC011,0.81,2025-01-09 19:33:04,2025-07-24 02:21:45
O0361,Malhotra Trading,,Construction Company,REG844040,"H.No. 42, Guha Circle",Ujjain,Madhya Pradesh,India,Manufacturing,Inactive,SRC014,0.93,2025-07-20 20:03:35,2025-08-04 14:03:35
O0362,Khan Industries,,Manufacturing Firm,REG825445,"H.No. 70, Mukherjee Nagar",Mumbai,Maharashtra,India,Logistics,Inactive,SRC005,0.84,2024-06-12 00:28:08,2025-10-25 05:32:56
O0363,Patel Logistics,,NGO,REG745506,"H.No. 47, Gandhi Zila",Kanpur,Uttar Pradesh,India,Retail,Under Review,SRC027,0.89,2024-02-18 07:24:23,2025-03-05 02:02:35
O0364,Saxena Trading,,Trading Firm,REG654429,"80, Bassi Circle",Bhopal,Madhya Pradesh,India,Transport,Inactive,SRC015,0.97,2025-01-05 08:44:41,2025-06-29 12:32:27
O0365,Shah Industries,,Retail Business,REG748161,"399, Sarma Chowk",Ahmedabad,Gujarat,India,Logistics,Inactive,SRC028,0.83,2025-01-16 04:11:13,2025-04-13 20:43:59
O0366,Khan Enterprises,,Hospitality Business,REG200330,"299, Yadav",Indore,Madhya Pradesh,India,Retail,Inactive,SRC007,0.86,2024-08-04 00:41:30,2024-08-15 01:41:30
O0367,Gupta Logistics,,Logistics Company,REG757993,"59/905, Wagle Circle",Lucknow,Uttar Pradesh,India,Manufacturing,Inactive,SRC024,0.97,2024-10-19 12:08:45,2024-10-20 13:08:45
O0368,Patel Trading,Org-0368,Trading Firm,REG111366,"24/64, Bhavsar Zila",Vadodara,Gujarat,India,Finance,Active,SRC004,0.88,2026-04-23 23:06:06,2026-05-18 03:06:06
O0369,Yadav Enterprises,,Transport Company,REG963089,"46/700, Chhabra Marg",Hyderabad,Telangana,India,Manufacturing,Active,SRC010,0.99,2025-12-31 20:37:21,2026-01-11 12:37:21
O0370,Singh Logistics,,Trading Firm,REG739200,"38, Balan Zila",Pune,Maharashtra,India,Finance,Inactive,SRC010,0.85,2026-01-10 01:00:15,2026-02-07 12:00:15
O0371,Khan Services,,Retail Business,REG517483,"H.No. 721, Pradhan Circle",Ujjain,Madhya Pradesh,India,Logistics,Active,SRC008,0.84,2024-02-05 15:07:32,2024-05-04 06:24:39
O0372,Mishra Enterprises,,Logistics Company,REG538849,"H.No. 634, Oza Nagar",Ujjain,Madhya Pradesh,India,Finance,Inactive,SRC015,0.86,2024-10-01 07:11:39,2024-10-04 23:01:11
O0373,Singh Services,,Construction Company,REG156768,"01/75, More Street",Surat,Gujarat,India,Construction,Inactive,SRC021,0.97,2024-02-29 13:49:34,2026-08-15 00:09:47
O0374,Singh Services,,Trading Firm,REG108091,"55, Master Nagar",Bhopal,Madhya Pradesh,India,Logistics,Inactive,SRC029,0.94,2025-07-30 01:52:53,2025-08-14 08:52:53
O0375,Tiwari Services,Org-0375,Manufacturing Firm,REG102873,"14/12, Sunder Chowk",Kota,Rajasthan,India,Technology,Inactive,SRC003,0.95,2024-01-24 06:06:18,2026-03-27 16:29:38
O0376,Mehta Solutions,,Hospitality Business,REG575676,"387, Deshmukh",Dewas,Madhya Pradesh,India,Construction,Active,SRC008,0.87,2025-10-06 00:15:02,2025-10-26 09:15:02
O0377,Shah Industries,,Transport Company,REG117509,"12/38, Buch Zila",Mumbai,Maharashtra,India,Technology,Inactive,SRC017,0.85,2025-09-30 04:46:55,2026-07-21 06:25:11
O0378,Joshi Logistics,,Hospitality Business,REG446918,"00/743, Raju Street",Hyderabad,Telangana,India,Manufacturing,Active,SRC029,0.88,2024-06-09 02:09:47,2026-05-27 17:13:50
O0379,Gupta Trading,,NGO,REG338238,"237, Barman Marg",Ahmedabad,Gujarat,India,Logistics,Active,SRC009,0.83,2026-07-20 07:12:47,2026-08-02 22:12:47
O0380,Mishra Solutions,,Retail Business,REG758589,"H.No. 67, Mallick Street",Nagpur,Maharashtra,India,Technology,Under Review,SRC004,0.91,2024-09-23 01:20:05,2024-10-16 08:20:05
O0381,Verma Enterprises,Org-0381,Trading Firm,REG438683,"226, Srinivas Road",Jabalpur,Madhya Pradesh,India,Transport,Under Review,SRC017,0.81,2024-05-25 04:56:41,2026-04-20 23:04:29
O0382,Patel Logistics,,Transport Company,REG398249,"432, Basu Marg",Surat,Gujarat,India,Hospitality,Inactive,SRC024,0.85,2026-01-22 08:39:40,2026-06-18 03:09:08
O0383,Gupta Industries,,Retail Business,REG605407,"227, Prashad Path",Kota,Rajasthan,India,Technology,Under Review,SRC010,0.84,2024-04-07 14:15:40,2025-09-24 20:57:12
O0384,Sharma Transport,,Security Agency,REG225323,"34/41, Kanda Chowk",Bhopal,Madhya Pradesh,India,Hospitality,Inactive,SRC008,0.89,2024-01-25 15:28:48,2026-03-01 19:12:00
O0385,Verma Solutions,,Trading Firm,REG924484,"81/924, Mammen Street",Delhi,Delhi,India,Manufacturing,Active,SRC027,0.98,2024-04-16 11:33:05,2026-04-06 16:26:00
O0386,Yadav Logistics,,Construction Company,REG457573,"597, Dyal Path",Nagpur,Maharashtra,India,Finance,Under Review,SRC029,0.93,2024-05-13 15:45:01,2025-11-08 05:36:27
O0387,Gupta Solutions,,Consultancy,REG197029,"093, Suri",Pune,Maharashtra,India,Manufacturing,Under Review,SRC027,0.96,2026-01-17 14:06:48,2026-02-08 02:06:48
O0388,Chauhan Transport,,Hospitality Business,REG734524,"H.No. 929, Reddy Ganj",Vadodara,Gujarat,India,Manufacturing,Inactive,SRC002,0.87,2025-03-06 18:02:32,2025-06-03 04:42:18
O0389,Rathore Solutions,,Manufacturing Firm,REG350588,"H.No. 55, Muni Road",Gwalior,Madhya Pradesh,India,Logistics,Under Review,SRC003,0.99,2024-10-03 10:36:32,2025-12-14 09:02:46
O0390,Saxena Industries,,Hospitality Business,REG736040,"73/72, Guha Marg",Vadodara,Gujarat,India,Construction,Active,SRC023,0.92,2024-06-08 03:53:42,2024-08-12 21:27:32
O0391,Shah Trading,,Hospitality Business,REG401489,"33/75, Sem Path",Gurugram,Haryana,India,Manufacturing,Active,SRC017,0.91,2025-09-12 16:28:10,2026-04-06 14:48:15
O0392,Agarwal Logistics,,Security Agency,REG472184,"85, Kata Zila",Nagpur,Maharashtra,India,Finance,Under Review,SRC011,0.91,2026-07-31 23:00:14,2026-08-14 11:00:14
O0393,Yadav Logistics,,Hospitality Business,REG486579,"H.No. 653, Dhillon Zila",Vadodara,Gujarat,India,Logistics,Under Review,SRC009,0.87,2026-04-16 19:06:33,2026-04-27 09:06:33
O0394,Rathore Transport,,Retail Business,REG546041,"96, Pandey Chowk",Indore,Madhya Pradesh,India,Finance,Under Review,SRC024,0.83,2026-03-27 14:29:25,2026-04-20 05:29:25
O0395,Shah Solutions,,Hospitality Business,REG127335,"H.No. 715, Chadha",Gwalior,Madhya Pradesh,India,Finance,Under Review,SRC022,0.87,2025-09-26 14:46:37,2025-10-19 10:46:37
O0396,Patel Transport,,Logistics Company,REG875425,"356, Prabhu Street",Ujjain,Madhya Pradesh,India,Retail,Active,SRC020,0.97,2024-11-23 16:09:45,2024-12-10 14:09:45
O0397,Mishra Industries,Org-0397,Trading Firm,REG718206,"41/03, Chacko Road",Pune,Maharashtra,India,Transport,Under Review,SRC001,0.95,2024-03-16 22:24:20,2024-08-14 17:20:45
O0398,Yadav Logistics,Org-0398,Transport Company,REG242537,"20/220, Shah Zila",Ujjain,Madhya Pradesh,India,Manufacturing,Under Review,SRC013,0.93,2024-08-10 08:13:50,2026-03-07 22:13:43
O0399,Sharma Enterprises,,NGO,REG584266,"606, Ramesh Circle",Lucknow,Uttar Pradesh,India,Manufacturing,Inactive,SRC028,0.89,2025-09-04 11:14:27,2026-04-27 17:09:54
O0400,Mehta Enterprises,,Consultancy,REG240647,"30, Babu Chowk",Bhopal,Madhya Pradesh,India,Hospitality,Under Review,SRC005,0.97,2025-08-30 18:41:34,2026-08-03 10:15:47
O0401,Patel Transport,,Manufacturing Firm,REG520722,"86/39, Upadhyay",Gwalior,Madhya Pradesh,India,Transport,Inactive,SRC001,0.98,2026-04-11 21:42:21,2026-04-12 12:42:21
O0402,Gupta Solutions,,Manufacturing Firm,REG479602,"19/29, Narula",Delhi,Delhi,India,Hospitality,Under Review,SRC026,0.91,2025-07-12 15:38:29,2026-07-24 14:28:07
O0403,Shah Industries,,Logistics Company,REG471301,"H.No. 298, Johal Road",Gwalior,Madhya Pradesh,India,Retail,Active,SRC012,0.88,2025-05-26 19:38:40,2025-05-30 21:38:40
O0404,Yadav Industries,,NGO,REG920443,"32/75, Dave Ganj",Hyderabad,Telangana,India,Finance,Inactive,SRC002,0.81,2025-08-24 00:20:05,2025-09-06 10:20:05
O0405,Patel Services,,Security Agency,REG949843,"63/20, Kibe Zila",Vadodara,Gujarat,India,Hospitality,Under Review,SRC016,0.84,2025-12-07 03:20:47,2026-01-05 10:55:53
O0406,Patel Transport,,Trading Firm,REG613869,"H.No. 33, Khalsa Street",Kanpur,Uttar Pradesh,India,Manufacturing,Inactive,SRC017,0.89,2025-08-07 07:29:39,2026-07-14 09:16:29
O0407,Rathore Services,,Retail Business,REG744055,"H.No. 866, Choudhry Road",Ahmedabad,Gujarat,India,Technology,Under Review,SRC018,0.86,2026-08-12 07:42:04,2026-09-03 23:42:04
O0408,Jain Enterprises,,Manufacturing Firm,REG718926,"H.No. 46, Din Path",Kanpur,Uttar Pradesh,India,Manufacturing,Active,SRC006,0.87,2024-07-05 16:40:57,2025-02-08 03:19:03
O0409,Mehta Transport,,Hospitality Business,REG366519,"78/26, Bahl",Bhopal,Madhya Pradesh,India,Hospitality,Under Review,SRC019,0.82,2024-02-20 09:11:47,2024-03-07 10:11:47
O0410,Rathore Logistics,,Manufacturing Firm,REG540641,"03, Dyal Street",Jaipur,Rajasthan,India,Construction,Active,SRC012,0.85,2025-02-08 23:05:40,2025-12-23 19:18:06
O0411,Gupta Solutions,Org-0411,NGO,REG601628,"39/134, Sharaf",Bhopal,Madhya Pradesh,India,Construction,Active,SRC011,0.92,2024-08-26 13:13:17,2026-05-07 05:41:31
O0412,Singh Transport,,Consultancy,REG492074,"H.No. 38, Wadhwa Circle",Lucknow,Uttar Pradesh,India,Construction,Active,SRC011,0.96,2025-09-19 22:23:41,2025-09-25 07:23:41
O0413,Mishra Solutions,,Construction Company,REG727282,"904, Edwin Road",Dewas,Madhya Pradesh,India,Transport,Under Review,SRC016,0.85,2025-05-04 07:13:59,2026-03-21 13:20:11
O0414,Patel Logistics,,Construction Company,REG522818,"616, Chada Nagar",Lucknow,Uttar Pradesh,India,Construction,Inactive,SRC024,0.87,2024-01-21 07:09:09,2026-08-01 06:12:50
O0415,Jain Transport,,Construction Company,REG244121,"893, Garg Circle",Delhi,Delhi,India,Construction,Active,SRC015,0.92,2024-03-07 17:17:10,2026-04-03 08:39:56
O0416,Mishra Enterprises,,Logistics Company,REG931747,"H.No. 151, Sachdeva Nagar",Lucknow,Uttar Pradesh,India,Construction,Under Review,SRC021,0.85,2026-08-04 07:54:58,2026-08-05 19:54:58
O0417,Saxena Industries,,Logistics Company,REG431628,"49/70, Dubey Road",Delhi,Delhi,India,Technology,Inactive,SRC023,0.93,2025-11-11 17:58:18,2025-12-11 04:58:18
O0418,Shah Logistics,,Transport Company,REG177766,"66/310, Mukherjee Nagar",Gurugram,Haryana,India,Finance,Under Review,SRC010,0.84,2024-11-21 01:18:04,2024-12-07 00:18:04
O0419,Gupta Enterprises,,Trading Firm,REG172047,"236, Khare Path",Surat,Gujarat,India,Technology,Inactive,SRC012,0.81,2024-06-08 23:51:20,2024-06-15 06:51:20
O0420,Singh Services,,Manufacturing Firm,REG384870,"25/076, Hayre Street",Hyderabad,Telangana,India,Logistics,Under Review,SRC026,0.84,2024-08-10 00:36:20,2024-08-19 01:36:20
O0421,Saxena Services,,Hospitality Business,REG295510,"H.No. 09, More Road",Hyderabad,Telangana,India,Transport,Active,SRC007,0.91,2026-03-06 19:12:51,2026-06-14 14:39:21
O0422,Tiwari Services,,Consultancy,REG104995,"H.No. 749, Sagar Ganj",Kota,Rajasthan,India,Technology,Inactive,SRC001,0.88,2024-01-09 20:07:23,2026-08-20 19:52:56
O0423,Jain Industries,,Security Agency,REG378944,"H.No. 687, Kapoor Marg",Nagpur,Maharashtra,India,Retail,Active,SRC026,0.94,2025-12-17 01:14:13,2026-06-20 11:38:51
O0424,Agarwal Trading,,Manufacturing Firm,REG596965,"22, Srivastava Path",Indore,Madhya Pradesh,India,Transport,Under Review,SRC007,0.87,2024-12-28 03:12:58,2025-01-17 03:12:58
O0425,Singh Logistics,,Logistics Company,REG211992,"39, Sawhney Zila",Hyderabad,Telangana,India,Retail,Under Review,SRC018,0.97,2026-03-13 01:37:22,2026-03-25 01:37:22
