event_id,event_type,event_name,description,start_timestamp,end_timestamp,location_id,case_id,primary_entity_type,primary_entity_id,source_id,evidence_id,confidence_score,created_at
E00763,TRAVEL,Event 00763,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-14 16:35:13,2025-10-14 23:14:13,L00125,C01150,PERSON,P02587,SRC009,EV00226,0.76,2025-06-16 10:15:57
E00764,TRAVEL,Event 00764,Ea quas provident quibusdam deleniti voluptatum architecto repellat vitae distinctio magni placeat nam nostrum.,2024-06-26 15:44:04,2024-06-26 23:41:04,L00990,C01009,PERSON,P00284,SRC014,EV03963,0.84,2026-07-30 21:31:20
E00765,TRAVEL,Event 00765,Quidem aut ratione repudiandae veritatis velit rem earum.,2024-11-14 03:18:11,2024-11-14 10:46:11,L00462,,PERSON,P02991,SRC012,EV04327,0.73,2025-03-22 00:32:03
E00766,SURVEILLANCE,Event 00766,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-15 11:28:15,2025-10-15 23:19:15,L01796,C00071,PERSON,P00533,SRC021,EV00967,0.94,2024-02-07 17:18:38
E00767,TRAVEL,Event 00767,Ipsam fuga libero ut minus rerum harum maiores enim quam nihil inventore quasi iure numquam.,2024-01-10 05:56:54,2024-01-10 13:21:54,L01353,C00019,PERSON,P02060,SRC022,EV02325,0.86,2024-10-03 02:00:44
E00768,INCIDENT,Event 00768,Pariatur amet ducimus fugiat fugiat expedita placeat.,2025-06-07 13:05:08,2025-06-07 21:02:08,L02165,C00407,PERSON,P00003,SRC022,EV00664,0.85,2026-04-09 04:23:13
E00769,INCIDENT,Event 00769,Debitis ratione eum quia reiciendis ullam amet.,2025-12-31 12:48:49,2025-12-31 22:22:49,L01043,C00135,PERSON,P01982,SRC026,EV02767,0.93,2024-12-01 02:10:53
E00770,TRAVEL,Event 00770,Alias tempore nostrum perferendis vero accusamus autem voluptatem laboriosam minus minima minima eaque nihil laudantium sunt.,2024-01-13 20:11:48,2024-01-13 23:02:48,L00872,C00643,PERSON,P02855,SRC027,EV01604,0.82,2024-10-22 17:14:14
E00771,TRANSACTION,Event 00771,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-10-25 12:55:03,2024-10-25 13:29:03,L00382,,PERSON,P03762,SRC001,EV04925,0.84,2024-11-05 07:32:11
E00772,ARREST,Event 00772,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-08-24 20:51:09,2026-08-24 23:09:09,L00433,C00385,PERSON,P03860,SRC006,EV03142,0.8,2025-08-05 02:28:26
E00773,SURVEILLANCE,Event 00773,Sequi optio repellat accusantium dicta iste eius quisquam numquam labore.,2025-10-24 11:05:51,2025-10-24 16:57:51,L00743,C00623,PERSON,P02178,SRC026,EV04303,0.71,2025-12-06 06:51:47
E00774,TRAVEL,Event 00774,Sunt vero vitae totam quasi eius veniam rem labore perferendis.,2024-01-07 23:08:31,2024-01-08 06:36:31,L01815,,PERSON,P02356,SRC009,EV04627,0.76,2025-09-10 11:51:26
E00775,MEETING,Event 00775,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-08 22:05:54,2024-02-09 02:00:54,L01775,,PERSON,P00870,SRC003,EV00614,0.75,2026-01-24 00:41:20
E00776,ARREST,Event 00776,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-12 03:42:28,2024-12-12 08:47:28,L01256,,PERSON,P01053,SRC008,EV00005,0.88,2025-09-24 05:57:52
E00777,ARREST,Event 00777,Impedit saepe officiis dicta natus perferendis illum ab eaque ea.,2026-03-26 00:27:13,2026-03-26 03:34:13,L00475,C00572,PERSON,P00506,SRC017,EV02643,0.96,2025-02-08 20:33:49
E00778,TRANSACTION,Event 00778,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-03 17:15:52,2025-10-04 04:10:52,L00487,C00553,PERSON,P00371,SRC025,EV04611,0.92,2024-04-10 11:03:29
E00779,ARREST,Event 00779,Tenetur optio vel amet est libero explicabo temporibus suscipit ad quos.,2025-12-25 15:48:36,2025-12-25 20:27:36,L02285,C00742,PERSON,P03815,SRC001,EV02123,0.75,2025-11-04 14:16:23
E00780,SURVEILLANCE,Event 00780,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-13 06:49:01,2025-12-13 18:24:01,L00587,,PERSON,P01047,SRC017,EV04082,0.75,2025-06-01 03:04:56
E00781,TRAVEL,Event 00781,Recusandae quod quia consequuntur quas architecto facilis expedita neque quo recusandae vero amet culpa iste.,2026-01-12 22:39:32,2026-01-12 23:00:32,L02480,C00294,PERSON,P01722,SRC013,EV00847,0.71,2024-04-19 09:46:41
E00782,INCIDENT,Event 00782,Quis reiciendis maiores odio sit quis accusantium iure deserunt quidem.,2025-02-10 16:05:00,2025-02-11 01:05:00,L00007,C00192,PERSON,P01638,SRC002,EV01814,0.9,2025-06-30 18:21:25
E00783,TRAVEL,Event 00783,Voluptate aperiam molestias unde delectus rerum sapiente modi ipsam assumenda magni adipisci possimus esse voluptatum aut.,2024-03-11 17:40:55,2024-03-12 02:41:55,L01036,C00702,PERSON,P03222,SRC010,EV01987,0.82,2025-02-09 19:21:23
E00784,MEETING,Event 00784,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-03-10 02:38:44,2024-03-10 06:19:44,L00908,C00513,PERSON,P02452,SRC015,EV04335,0.72,2025-03-18 04:18:32
E00785,ARREST,Event 00785,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-08-23 20:17:42,2026-08-24 00:13:42,L01966,C00480,PERSON,P03868,SRC015,EV00858,0.92,2025-09-24 12:29:33
E00786,MEETING,Event 00786,Ratione aliquam totam rem quas asperiores saepe nemo quam modi corrupti quasi modi deleniti corrupti provident.,2025-08-08 23:29:09,2025-08-09 05:54:09,L01426,C00299,PERSON,P00138,SRC011,EV02312,0.91,2025-02-16 21:18:37
E00787,ARREST,Event 00787,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-28 06:08:09,2024-06-28 09:03:09,L00166,,PERSON,P00404,SRC021,EV00037,0.85,2024-10-11 16:39:00
E00788,CRIME,Event 00788,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-17 11:22:58,2026-05-17 21:07:58,L00274,C01023,PERSON,P03459,SRC002,EV03552,0.93,2024-04-11 16:27:24
E00789,ARREST,Event 00789,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-22 10:22:37,2025-05-22 13:24:37,L00316,,PERSON,P02751,SRC004,EV01274,0.76,2024-01-06 18:37:19
E00790,TRAVEL,Event 00790,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-20 05:23:39,2026-03-20 07:51:39,L01766,C00702,PERSON,P03422,SRC020,EV03657,0.83,2024-01-11 08:54:35
E00791,TRAVEL,Event 00791,Odit deleniti consequatur commodi et debitis ex accusamus corrupti ullam error commodi eveniet ratione ut.,2024-08-22 07:30:43,2024-08-22 10:47:43,L00061,C00487,PERSON,P00891,SRC020,EV02920,0.75,2025-07-24 18:43:43
E00792,TRANSACTION,Event 00792,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-27 14:07:21,2025-09-28 00:29:21,L00540,C00679,PERSON,P01026,SRC017,EV01116,0.88,2025-10-04 11:16:34
E00793,TRANSACTION,Event 00793,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-30 01:41:49,2026-07-30 10:04:49,L01431,,PERSON,P03929,SRC014,EV02274,0.95,2024-10-18 15:09:10
E00794,TRANSACTION,Event 00794,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-02-18 16:45:26,2025-02-18 18:14:26,L00137,,PERSON,P01115,SRC007,EV00035,0.78,2025-02-26 06:41:04
E00795,INCIDENT,Event 00795,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-18 22:01:56,2025-08-19 05:32:56,L01893,C01028,PERSON,P03697,SRC006,EV01124,0.7,2026-05-03 03:06:22
E00796,TRAVEL,Event 00796,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-31 16:27:11,2025-08-31 18:49:11,L01502,C00200,PERSON,P01726,SRC005,EV03668,0.94,2026-04-11 12:52:56
E00797,SURVEILLANCE,Event 00797,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-03-26 11:05:52,2024-03-26 22:01:52,L01073,C00591,PERSON,P02934,SRC024,EV04135,0.8,2025-05-26 17:55:24
E00798,ARREST,Event 00798,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-10 02:49:49,2025-05-10 14:00:49,L01362,,PERSON,P02348,SRC012,EV04815,0.81,2026-08-13 22:24:36
E00799,ARREST,Event 00799,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-21 03:32:08,2026-06-21 10:43:08,L01274,,PERSON,P00938,SRC009,EV01888,0.77,2026-07-05 21:44:23
E00800,ARREST,Event 00800,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-23 12:12:42,2026-02-23 22:47:42,L01656,C01035,PERSON,P03259,SRC005,EV03790,0.84,2024-09-01 02:23:59
E00801,INCIDENT,Event 00801,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-01 14:48:58,2024-04-01 20:41:58,L00621,,PERSON,P01474,SRC025,EV01068,0.82,2025-06-15 04:52:46
E00802,INCIDENT,Event 00802,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-02 03:54:11,2025-07-02 11:22:11,L01721,,PERSON,P03290,SRC025,EV04414,0.8,2026-03-19 08:03:54
E00803,ARREST,Event 00803,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-27 23:17:58,2026-03-28 01:56:58,L01468,C00332,PERSON,P03653,SRC017,EV00766,0.89,2025-03-18 20:09:06
E00804,MEETING,Event 00804,Delectus perspiciatis ea modi id et neque consequatur nam repudiandae hic expedita a.,2026-01-29 18:46:21,2026-01-29 21:26:21,L01733,C00306,PERSON,P01637,SRC013,EV02483,0.72,2024-07-27 03:17:34
E00805,MEETING,Event 00805,Alias commodi possimus dignissimos adipisci sit dignissimos.,2024-06-29 14:31:35,2024-06-29 15:16:35,L01477,C00281,PERSON,P02158,SRC030,EV01549,0.85,2025-12-11 15:38:04
E00806,MEETING,Event 00806,Earum quas commodi eveniet ratione necessitatibus culpa laboriosam.,2026-03-08 09:51:09,2026-03-08 15:26:09,L01915,,PERSON,P00031,SRC020,EV04923,0.85,2025-08-17 00:30:24
E00807,SURVEILLANCE,Event 00807,Provident a corrupti quia in error velit optio nam ullam soluta ab esse.,2026-07-08 00:50:37,2026-07-08 09:25:37,L01463,C00934,PERSON,P01406,SRC025,EV03277,0.91,2025-06-03 15:39:25
E00808,ARREST,Event 00808,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-26 21:48:58,2024-02-27 03:02:58,L02405,C00684,PERSON,P03384,SRC002,EV04335,0.91,2025-04-11 01:24:01
E00809,CRIME,Event 00809,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-10 08:29:58,2026-07-10 11:12:58,L00263,,PERSON,P02705,SRC004,EV04635,0.88,2024-04-02 02:21:04
E00810,SURVEILLANCE,Event 00810,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-05 17:08:42,2025-05-06 03:23:42,L00807,,PERSON,P00846,SRC016,EV03465,0.72,2025-12-02 14:12:39
E00811,TRANSACTION,Event 00811,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-01-10 12:49:15,2026-01-10 16:23:15,L01015,,PERSON,P02514,SRC030,EV04161,0.95,2026-05-17 09:42:26
E00812,MEETING,Event 00812,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-17 10:23:36,2024-05-17 10:36:36,L01869,C01086,PERSON,P00424,SRC011,EV03490,0.71,2025-06-03 15:41:39
E00813,SURVEILLANCE,Event 00813,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-28 14:37:58,2025-07-28 14:53:58,L01794,C00068,PERSON,P00223,SRC009,EV04623,0.9,2026-03-22 10:36:57
E00814,SURVEILLANCE,Event 00814,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-18 05:19:17,2024-05-18 05:46:17,L00579,C00002,PERSON,P00313,SRC005,EV04123,0.9,2025-05-22 20:00:15
E00815,SURVEILLANCE,Event 00815,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-02 03:09:17,2026-06-02 05:28:17,L00711,C00520,PERSON,P02974,SRC030,EV02661,0.76,2025-10-02 12:14:05
E00816,TRANSACTION,Event 00816,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-18 16:18:09,2026-05-18 18:58:09,L02062,C00676,PERSON,P02705,SRC015,EV02718,0.81,2025-11-21 22:45:00
E00817,CRIME,Event 00817,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-16 17:57:53,2026-03-16 22:50:53,L00632,,PERSON,P03152,SRC023,EV04130,0.71,2024-05-23 19:13:23
E00818,TRANSACTION,Event 00818,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-31 14:54:05,2025-08-01 02:17:05,L01109,C01009,PERSON,P00071,SRC025,EV02053,0.95,2026-04-29 15:30:31
E00819,ARREST,Event 00819,Numquam vero sed alias eaque quas harum inventore eveniet ullam maiores placeat laborum repellendus illum.,2024-04-08 15:55:04,2024-04-09 02:35:04,L01966,C00789,PERSON,P00209,SRC009,EV02757,0.86,2024-04-26 05:43:38
E00820,TRANSACTION,Event 00820,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-25 00:17:44,2025-08-25 06:01:44,L00709,C00093,PERSON,P03639,SRC001,EV00418,0.74,2025-01-02 17:28:40
E00821,CRIME,Event 00821,Repudiandae consectetur quis nobis in non dignissimos nulla.,2024-08-11 07:52:21,2024-08-11 19:31:21,L02337,,PERSON,P01584,SRC016,EV04055,0.88,2024-06-22 13:39:39
E00822,TRAVEL,Event 00822,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-27 03:23:39,2025-05-27 10:57:39,L01576,C00846,PERSON,P01731,SRC019,EV04879,0.96,2025-12-23 22:34:23
E00823,ARREST,Event 00823,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-02 17:30:22,2026-03-03 01:47:22,L01610,,PERSON,P03258,SRC027,EV02445,0.92,2025-08-23 12:08:12
E00824,CRIME,Event 00824,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-20 20:24:35,2024-04-21 02:33:35,L01434,C01174,PERSON,P01390,SRC017,EV02943,0.97,2024-04-07 12:06:08
E00825,TRAVEL,Event 00825,Illum magni nisi illum culpa voluptatem consequatur illum.,2024-05-25 16:54:00,2024-05-25 18:04:00,L01453,C00359,PERSON,P03442,SRC027,EV04594,0.94,2026-08-19 08:52:06
E00826,TRAVEL,Event 00826,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-22 06:58:49,2025-01-22 07:26:49,L01160,,PERSON,P01985,SRC025,EV02205,0.78,2025-06-20 14:55:10
E00827,INCIDENT,Event 00827,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-20 08:36:38,2024-04-20 09:05:38,L00167,,PERSON,P02045,SRC006,EV04546,0.81,2026-03-28 05:42:05
E00828,CRIME,Event 00828,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-24 05:14:33,2025-04-24 10:50:33,L02012,C01169,PERSON,P01630,SRC010,EV04641,0.77,2026-04-03 16:30:05
E00829,INCIDENT,Event 00829,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-28 19:45:09,2024-02-28 21:54:09,L02411,C00626,PERSON,P02561,SRC002,EV02814,0.8,2026-07-25 16:26:29
E00830,MEETING,Event 00830,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-13 10:17:24,2024-06-13 11:02:24,L00158,C00578,PERSON,P02445,SRC021,EV01870,0.72,2025-03-13 11:14:46
E00831,CRIME,Event 00831,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-11-17 19:31:56,2024-11-17 21:37:56,L02386,,PERSON,P00139,SRC023,EV02417,0.94,2026-01-16 15:24:31
E00832,CRIME,Event 00832,Maxime beatae atque culpa sunt rerum iste possimus dignissimos et velit.,2026-07-06 02:08:36,2026-07-06 05:41:36,L01052,C00794,PERSON,P03987,SRC007,EV01330,0.87,2024-04-24 07:23:59
E00833,SURVEILLANCE,Event 00833,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-15 05:47:59,2024-02-15 14:56:59,L01804,C00674,PERSON,P00525,SRC016,EV04404,0.95,2025-02-20 14:34:31
E00834,TRANSACTION,Event 00834,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-13 05:21:48,2025-12-13 11:51:48,L00512,,PERSON,P02690,SRC008,EV02515,0.75,2026-02-13 04:00:02
E00835,INCIDENT,Event 00835,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-24 06:18:55,2025-04-24 15:37:55,L01349,C00426,PERSON,P00341,SRC030,EV02299,0.88,2025-10-10 07:09:13
E00836,TRANSACTION,Event 00836,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-13 12:12:17,2024-08-13 13:25:17,L00046,C01109,PERSON,P02300,SRC024,EV00684,0.85,2025-03-01 23:57:59
E00837,INCIDENT,Event 00837,Assumenda expedita ab inventore id facilis sed.,2026-06-03 11:20:37,2026-06-03 21:43:37,L00985,C00410,PERSON,P02218,SRC025,EV03177,0.94,2024-11-29 23:48:19
E00838,INCIDENT,Event 00838,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-11-10 12:51:33,2025-11-10 15:54:33,L01586,,PERSON,P02220,SRC003,EV03234,0.83,2024-07-01 21:35:05
E00839,CRIME,Event 00839,Modi minus mollitia cum alias fugit quod illum molestiae explicabo fugit iste veritatis error.,2025-10-13 04:37:05,2025-10-13 04:59:05,L01192,C00639,PERSON,P03723,SRC015,EV00698,0.78,2025-03-09 14:16:35
E00840,MEETING,Event 00840,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-22 10:55:35,2024-02-22 11:13:35,L01154,,PERSON,P03952,SRC010,EV04506,0.96,2025-02-11 06:44:50
E00841,ARREST,Event 00841,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-13 13:10:23,2026-05-13 14:24:23,L01882,C00728,PERSON,P02715,SRC012,EV01914,0.87,2024-11-15 20:17:43
E00842,MEETING,Event 00842,Cupiditate necessitatibus deleniti perspiciatis rerum earum illo optio.,2025-08-19 20:47:39,2025-08-20 08:09:39,L02439,C01135,PERSON,P02771,SRC003,EV03495,0.82,2024-05-13 10:20:25
E00843,TRAVEL,Event 00843,Quisquam officia quasi animi minus sequi quas eaque labore dicta nostrum.,2024-01-04 23:06:23,2024-01-05 08:54:23,L00773,C01074,PERSON,P03096,SRC008,EV03274,0.85,2024-12-30 19:59:00
E00844,ARREST,Event 00844,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-12 11:52:34,2025-08-12 21:09:34,L01450,C00499,PERSON,P03571,SRC020,EV03745,0.89,2025-04-19 09:01:52
E00845,SURVEILLANCE,Event 00845,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-11 01:18:57,2024-12-11 06:07:57,L00981,,PERSON,P02360,SRC016,EV04545,0.93,2024-02-12 00:42:53
E00846,MEETING,Event 00846,Et aperiam harum consequatur harum eaque sit soluta.,2026-06-18 08:41:23,2026-06-18 11:27:23,L01140,C00246,PERSON,P00847,SRC030,EV04182,0.87,2024-06-28 08:12:14
E00847,CRIME,Event 00847,Unde nihil quasi suscipit hic possimus provident expedita totam quod est.,2024-10-08 12:16:33,2024-10-08 12:30:33,L01129,C00988,PERSON,P00240,SRC022,EV01924,0.95,2026-07-30 11:12:27
E00848,SURVEILLANCE,Event 00848,A vero ratione itaque sint deleniti id.,2025-11-21 10:37:10,2025-11-21 15:23:10,L02006,C00279,PERSON,P03909,SRC021,EV01329,0.75,2024-10-08 13:04:29
E00849,TRAVEL,Event 00849,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-31 07:24:08,2025-12-31 17:23:08,L02350,C01049,PERSON,P02286,SRC009,EV01418,0.93,2024-09-11 08:12:49
E00850,TRANSACTION,Event 00850,Incidunt atque nulla cumque maiores consequatur aperiam facilis dignissimos harum dicta fuga nostrum.,2024-01-04 21:00:43,2024-01-05 06:34:43,L01007,C00421,PERSON,P01224,SRC026,EV03428,0.82,2024-06-15 15:11:48
E00851,SURVEILLANCE,Event 00851,Officia nobis inventore iste accusantium alias quas eveniet aliquam ut.,2024-10-19 20:53:30,2024-10-20 00:57:30,L01889,C00162,PERSON,P03047,SRC027,EV03040,0.71,2025-01-08 18:18:23
E00852,SURVEILLANCE,Event 00852,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-10 01:29:55,2024-04-10 05:14:55,L00578,,PERSON,P03646,SRC023,EV03235,0.76,2026-01-23 00:47:01
E00853,INCIDENT,Event 00853,Numquam sequi molestias asperiores culpa temporibus aliquam consequuntur.,2024-05-10 10:57:36,2024-05-10 13:09:36,L00769,C00605,PERSON,P01557,SRC020,EV04517,0.81,2024-03-26 16:17:28
E00854,TRAVEL,Event 00854,Minus pariatur laudantium laborum corrupti quos voluptatem.,2024-10-22 21:34:14,2024-10-23 05:22:14,L00126,C00067,PERSON,P00300,SRC021,EV03832,0.93,2025-12-10 15:21:00
E00855,SURVEILLANCE,Event 00855,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-02-27 15:12:00,2025-02-27 23:21:00,L00060,,PERSON,P02492,SRC006,EV01846,0.8,2024-09-12 21:38:26
E00856,TRANSACTION,Event 00856,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-02-14 14:16:35,2025-02-14 19:20:35,L01189,C00458,PERSON,P03320,SRC015,EV00041,0.83,2026-04-23 05:04:40
E00857,TRANSACTION,Event 00857,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-06 01:44:53,2024-08-06 02:53:53,L01110,,PERSON,P01724,SRC006,EV01937,0.71,2025-12-23 14:15:14
E00858,ARREST,Event 00858,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-16 09:55:21,2024-12-16 19:47:21,L00870,,PERSON,P02104,SRC028,EV03037,0.78,2024-01-03 15:29:17
E00859,ARREST,Event 00859,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-27 20:51:07,2025-06-27 23:52:07,L02495,C00278,PERSON,P03761,SRC012,EV04967,0.72,2024-01-04 16:33:11
E00860,MEETING,Event 00860,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-08 21:01:28,2026-03-09 02:35:28,L00804,C00707,PERSON,P01104,SRC016,EV04373,0.73,2026-04-13 04:48:17
E00861,TRAVEL,Event 00861,Adipisci adipisci natus officiis omnis eum id.,2025-06-04 12:07:33,2025-06-04 21:32:33,L01406,,PERSON,P03481,SRC012,EV02341,0.71,2026-04-20 20:26:12
E00862,TRANSACTION,Event 00862,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-23 14:47:39,2024-12-23 20:44:39,L01033,,PERSON,P01036,SRC017,EV03220,0.92,2024-04-18 10:34:40
E00863,MEETING,Event 00863,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-29 12:56:50,2025-06-29 22:20:50,L00583,C01007,PERSON,P01914,SRC011,EV02562,0.87,2024-07-24 07:56:57
E00864,ARREST,Event 00864,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-13 16:14:18,2024-06-14 02:34:18,L00314,C00033,PERSON,P03376,SRC003,EV02651,0.7,2026-01-07 12:56:39
E00865,CRIME,Event 00865,Quis illum autem quia sapiente aliquid minima nemo.,2025-02-07 11:48:23,2025-02-07 13:52:23,L00101,C00684,PERSON,P03492,SRC022,EV02427,0.88,2025-05-28 01:34:48
E00866,CRIME,Event 00866,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-25 11:31:29,2024-07-25 21:57:29,L01330,C00330,PERSON,P01739,SRC016,EV03304,0.87,2024-08-23 04:19:17
E00867,MEETING,Event 00867,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-03 09:12:40,2025-07-03 16:22:40,L01365,C01152,PERSON,P01419,SRC001,EV01240,0.88,2024-08-16 11:50:17
E00868,INCIDENT,Event 00868,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-16 04:45:05,2026-04-16 13:53:05,L01887,C00781,PERSON,P00038,SRC004,EV01242,0.91,2024-03-02 18:39:58
E00869,SURVEILLANCE,Event 00869,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-23 12:49:34,2026-03-23 18:59:34,L01480,C00041,PERSON,P00494,SRC005,EV04302,0.75,2024-12-14 00:46:46
E00870,TRANSACTION,Event 00870,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-02 06:15:02,2026-06-02 07:48:02,L00325,C00863,PERSON,P00529,SRC003,EV01157,0.72,2026-02-16 12:06:16
E00871,TRANSACTION,Event 00871,Ea possimus repudiandae nulla aut nemo libero soluta et impedit quidem quidem consequatur fuga labore quam.,2026-06-22 03:53:51,2026-06-22 12:28:51,L01717,C00196,PERSON,P03111,SRC019,EV02965,0.76,2026-03-14 14:54:07
E00872,TRAVEL,Event 00872,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-24 14:02:58,2026-06-24 15:40:58,L01825,C00996,PERSON,P02482,SRC026,EV02084,0.9,2025-10-06 13:20:26
E00873,MEETING,Event 00873,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-02 22:05:43,2025-03-03 01:48:43,L02220,,PERSON,P00796,SRC025,EV00898,0.87,2025-08-18 13:40:34
E00874,INCIDENT,Event 00874,Consequuntur pariatur fuga cupiditate facilis cumque odit at.,2026-05-25 22:15:14,2026-05-26 01:23:14,L00394,C00009,PERSON,P02363,SRC012,EV01647,0.86,2024-05-21 09:53:31
