crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR00631,C01069,Extortion,Cyber,Recusandae cumque inventore et voluptatum earum quibusdam excepturi occaecati consequuntur excepturi ipsam maiores iure.,2026-02-28,16:19:35,L02318,Medium,Forged documents,Closed,DOC00044,0.92,2024-07-27 09:10:02,2024-08-20 11:10:02
CR00632,C00936,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-09,07:55:13,L00255,Critical,Vehicle-based movement,Under Investigation,DOC00835,0.86,2026-07-09 11:30:25,2026-07-09 21:30:25
CR00633,C00673,Assault,Property,Suscipit cum assumenda animi sapiente amet vel aut harum id necessitatibus recusandae eaque error unde provident fuga magnam deleniti.,2024-10-27,16:35:49,L00199,Critical,False identity,Reported,DOC01650,0.75,2025-06-07 07:38:38,2025-07-03 10:38:38
CR00634,C00824,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-23,07:45:30,L01481,High,Coordinated calls,Closed,DOC01988,0.87,2026-08-11 00:16:17,2026-09-04 16:16:17
CR00635,C00930,Vehicle Theft,Violent,Nam reiciendis illum aliquid illum fugiat consequatur qui eos quisquam autem.,2024-12-09,22:00:43,L01408,Critical,Online impersonation,Under Investigation,DOC01695,0.83,2026-03-14 05:42:58,2026-04-03 23:42:58
CR00636,C00252,Forgery,Cyber,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-26,01:07:49,L00694,Low,Vehicle-based movement,Closed,DOC01296,0.88,2025-07-09 05:48:23,2025-07-09 15:48:23
CR00637,C00587,Assault,Cyber,Et ducimus nulla est modi expedita deleniti quas ab.,2024-10-31,11:44:38,L00110,Medium,Forged documents,Closed,DOC01230,0.72,2025-06-20 02:29:15,2026-02-04 05:46:30
CR00638,C00451,Fraud,Financial,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-28,22:18:40,L01737,High,Coordinated calls,Under Investigation,DOC02146,0.88,2026-01-03 05:38:26,2026-01-24 22:38:26
CR00639,C00718,Money Laundering,Cyber,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-23,06:56:41,L00622,Medium,False identity,Closed,DOC01682,0.91,2026-08-01 03:22:47,2026-08-21 12:22:47
CR00640,C00616,Fraud,Organized,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-22,12:54:37,L01796,Critical,False identity,Under Investigation,DOC01345,0.93,2024-08-08 14:00:34,2026-02-13 02:39:19
CR00641,C00767,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-27,10:02:36,L00890,Critical,Layered transactions,Under Investigation,DOC00108,0.86,2025-09-23 16:15:03,2025-10-11 18:15:03
CR00642,C00320,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-29,12:58:07,L00697,Critical,Layered transactions,Closed,DOC01604,0.85,2025-01-23 17:12:53,2026-04-17 00:01:54
CR00643,C00921,Money Laundering,Property,Error nostrum velit reiciendis in officia aperiam temporibus quis dicta alias.,2026-05-16,21:19:20,L00635,High,Coordinated calls,Under Investigation,DOC00524,0.74,2024-05-20 14:10:26,2025-10-24 01:39:02
CR00644,C00693,Cybercrime,Violent,Alias sed sequi labore esse iure pariatur at qui earum sunt excepturi.,2024-01-18,19:04:40,L00743,Medium,Vehicle-based movement,Reported,DOC01746,0.96,2024-12-28 13:37:19,2025-04-26 07:10:32
CR00645,C00242,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-21,11:27:40,L01480,High,Layered transactions,Under Investigation,DOC00329,0.82,2024-05-21 08:21:42,2024-05-29 06:21:42
CR00646,C00634,Robbery,Property,Et odit aliquid debitis assumenda aut reiciendis deleniti harum culpa architecto quibusdam.,2026-04-21,13:16:45,L02252,High,Forged documents,Confirmed,DOC01946,0.89,2026-03-25 11:06:55,2026-03-27 17:06:55
CR00647,C01119,Assault,Violent,Pariatur quos voluptates saepe suscipit maxime alias nam a laboriosam maxime sit consectetur voluptatibus laborum modi repellendus voluptatum.,2026-05-06,15:59:01,L00474,Medium,Forged documents,Under Investigation,DOC02059,0.89,2024-02-14 21:29:35,2025-01-17 00:38:20
CR00648,C00955,Forgery,Violent,Quos odit tempora voluptate quis quo deserunt repudiandae facere accusantium ad.,2026-07-20,11:20:38,L00004,Low,Coordinated calls,Under Investigation,DOC00787,0.93,2025-10-05 22:37:22,2026-04-14 20:17:46
CR00649,C00624,Forgery,Violent,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-31,20:43:23,L01951,Low,Forged documents,Confirmed,DOC01029,0.88,2025-01-29 09:49:12,2025-02-08 09:49:12
CR00650,C00905,Fraud,Organized,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-10,18:29:46,L00030,Medium,Layered transactions,Confirmed,DOC01642,0.74,2025-05-22 18:40:16,2025-06-08 11:40:16
CR00651,C00143,Burglary,Cyber,Autem esse temporibus nobis tempore repudiandae explicabo eum veritatis unde ex ducimus est.,2025-08-07,05:59:16,L00949,Low,Online impersonation,Closed,DOC01414,0.72,2024-01-28 09:31:34,2026-03-05 19:34:48
CR00652,C00736,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-20,14:04:32,L00449,Low,Layered transactions,Reported,DOC02003,0.88,2025-12-26 11:19:20,2026-01-22 20:19:20
CR00653,C00472,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-30,15:15:44,L01015,Medium,Forged documents,Under Investigation,DOC01682,0.93,2024-11-19 15:11:27,2024-11-24 01:11:27
CR00654,C00621,Burglary,Organized,Natus alias architecto deleniti quam sapiente incidunt debitis totam.,2025-05-09,01:10:10,L00307,Critical,Forged documents,Under Investigation,DOC01695,0.92,2024-09-30 12:00:39,2024-10-23 08:00:39
CR00655,C00658,Assault,Financial,Natus nulla molestiae natus quam iure harum unde illum explicabo accusamus.,2026-07-07,09:27:47,L01124,Medium,Forged documents,Under Investigation,DOC01164,0.76,2024-03-03 00:07:30,2024-08-27 12:57:46
CR00656,C00716,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-07,12:03:20,L02094,High,Forged documents,Reported,DOC00239,0.95,2026-08-30 21:50:31,2026-09-04 23:59:59
CR00657,C01106,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-02,21:39:39,L01035,High,Coordinated calls,Under Investigation,DOC00860,0.95,2025-08-27 06:28:24,2025-09-23 00:28:24
CR00658,C00889,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-08,12:02:38,L01225,Critical,False identity,Confirmed,DOC02038,0.73,2024-10-29 10:59:12,2024-11-14 01:59:12
CR00659,C01056,Forgery,Cyber,Temporibus facilis nostrum dicta soluta eos debitis quod consequuntur numquam magni laboriosam perferendis.,2025-08-18,22:36:51,L00764,Medium,Online impersonation,Closed,DOC00519,0.86,2026-02-04 01:25:21,2026-02-13 23:13:13
CR00660,C00650,Money Laundering,Violent,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-11,08:23:58,L01545,High,Coordinated calls,Under Investigation,DOC00912,0.8,2025-03-22 03:20:43,2025-04-08 11:20:43
CR00661,C00254,Burglary,Financial,Expedita ducimus illo possimus tempora facilis recusandae itaque odio excepturi minima culpa unde.,2024-06-05,00:58:20,L00748,Low,Forged documents,Confirmed,DOC02769,0.8,2024-10-29 02:31:27,2024-11-18 03:31:27
CR00662,C00121,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-23,07:52:17,L00739,Low,False identity,Closed,DOC02427,0.72,2025-08-25 17:27:56,2025-09-19 08:27:56
CR00663,C01048,Cybercrime,Financial,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-09,07:26:52,L01024,Low,Vehicle-based movement,Reported,DOC02629,0.92,2024-09-15 03:40:33,2026-03-22 05:31:29
CR00664,C01109,Money Laundering,Organized,Veniam ad commodi ad eum ducimus officia optio atque vel eaque saepe corrupti quam pariatur odio nam.,2026-03-13,11:32:21,L01873,Low,Online impersonation,Closed,DOC00264,0.97,2024-02-17 20:48:51,2024-03-27 23:17:30
CR00665,C00426,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-21,09:01:15,L00646,Low,Layered transactions,Closed,DOC01594,0.89,2024-03-29 21:25:51,2025-10-05 02:53:03
CR00666,C00627,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-26,01:53:09,L00975,Low,Coordinated calls,Under Investigation,DOC00755,0.93,2026-04-02 10:13:39,2026-04-03 15:13:39
CR00667,C00143,Assault,Financial,Vero error accusamus iste iusto ratione labore quis asperiores ullam.,2026-07-20,18:16:36,L00686,High,Vehicle-based movement,Under Investigation,DOC02896,0.76,2025-05-12 02:32:48,2026-04-07 02:12:26
CR00668,C00915,Money Laundering,Property,Libero optio et eius ab quis cum maxime provident pariatur magni inventore quod id.,2026-06-06,23:40:10,L01352,High,Layered transactions,Confirmed,DOC00232,0.82,2024-04-17 08:58:13,2024-07-31 08:27:53
CR00669,C00301,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-24,23:41:59,L01639,Medium,Online impersonation,Confirmed,DOC00371,0.84,2025-09-18 06:29:46,2025-10-04 20:29:46
CR00670,C00565,Forgery,Cyber,Adipisci assumenda fugiat autem velit tempora sint molestiae unde rerum magnam tempora.,2024-09-18,10:23:05,L00680,High,Online impersonation,Confirmed,DOC02210,0.96,2025-06-26 10:57:33,2025-09-09 00:24:20
CR00671,C01077,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-14,11:16:53,L01223,Critical,False identity,Reported,DOC01389,0.78,2026-03-18 23:58:10,2026-03-20 13:58:10
CR00672,C01136,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-09,22:12:05,L00766,Medium,Forged documents,Under Investigation,DOC02876,0.86,2025-06-30 01:21:03,2025-10-14 19:13:54
CR00673,C01154,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-30,14:27:24,L00171,Low,False identity,Reported,DOC00604,0.8,2025-05-24 01:13:59,2025-10-05 14:22:48
CR00674,C00408,Vehicle Theft,Financial,Itaque quis adipisci sapiente beatae debitis voluptate illum mollitia distinctio quas eaque qui eos.,2024-08-16,12:51:17,L02477,High,Coordinated calls,Reported,DOC01567,0.92,2025-07-22 18:53:18,2025-08-02 02:53:18
CR00675,C00025,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-11,04:04:41,L01036,Low,Online impersonation,Reported,DOC02018,0.75,2024-02-11 13:13:04,2025-09-13 01:01:10
CR00676,C00076,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-04,05:09:23,L02297,Low,Layered transactions,Under Investigation,DOC00326,0.83,2026-05-25 01:32:27,2026-06-23 02:32:27
CR00677,C00109,Fraud,Violent,Eveniet recusandae provident quidem esse impedit soluta minima adipisci reiciendis molestias necessitatibus officia quidem tempora.,2025-08-07,19:09:43,L01845,High,False identity,Closed,DOC02726,0.93,2025-11-02 16:39:30,2026-01-09 09:44:04
CR00678,C01191,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-31,22:27:57,L01388,Medium,Online impersonation,Confirmed,DOC01599,0.9,2024-05-19 11:43:59,2026-01-24 14:53:36
CR00679,C00614,Money Laundering,Organized,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-18,13:20:36,L00222,High,False identity,Reported,DOC02059,0.73,2025-02-21 20:15:19,2025-11-02 17:19:08
CR00680,C01002,Forgery,Property,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-13,06:26:33,L02077,Critical,Vehicle-based movement,Under Investigation,DOC00395,0.89,2026-05-21 04:46:58,2026-06-01 00:46:58
CR00681,C01019,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-14,16:26:53,L01688,Low,Layered transactions,Closed,DOC00700,0.93,2024-02-13 21:22:39,2024-09-21 13:57:01
CR00682,C01172,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-12,23:16:16,L01931,Critical,False identity,Confirmed,DOC00076,0.74,2025-06-24 06:24:07,2025-10-11 08:01:41
CR00683,C00868,Forgery,Violent,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-25,23:48:16,L01705,High,Online impersonation,Reported,DOC00874,0.91,2026-04-11 10:14:41,2026-04-26 14:14:41
CR00684,C00695,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-23,07:54:06,L00639,High,Online impersonation,Confirmed,DOC00913,0.74,2024-06-19 01:31:39,2024-07-02 14:31:39
CR00685,C00363,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-14,17:18:34,L00393,Low,Vehicle-based movement,Reported,DOC01128,0.81,2026-04-22 03:59:50,2026-04-25 21:59:50
CR00686,C00849,Illegal Gambling,Cyber,Voluptate sed porro pariatur facere atque sit eligendi quasi numquam voluptatem delectus veritatis totam.,2025-02-27,08:39:22,L00564,High,Layered transactions,Closed,DOC01905,0.8,2026-08-01 16:44:32,2026-08-12 02:44:32
CR00687,C01143,Robbery,Property,Eius quis harum perspiciatis fuga quasi maxime eaque perferendis harum veritatis a est explicabo minima perspiciatis.,2024-05-01,10:30:57,L01078,Low,Vehicle-based movement,Under Investigation,DOC01208,0.87,2025-08-31 10:54:51,2025-09-03 23:54:51
CR00688,C01102,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-18,18:07:21,L00617,Low,Vehicle-based movement,Closed,DOC02581,0.76,2024-01-26 17:05:54,2024-11-28 15:06:27
CR00689,C00192,Forgery,Financial,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-26,00:58:46,L00738,Low,Vehicle-based movement,Under Investigation,DOC01118,0.84,2025-10-08 20:42:06,2025-11-05 15:42:06
CR00690,C00764,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-10,09:09:47,L00707,Low,Layered transactions,Reported,DOC02566,0.78,2025-09-17 00:48:20,2025-10-03 17:48:20
CR00691,C00856,Cybercrime,Financial,Totam autem odit recusandae corrupti et eligendi assumenda impedit animi placeat optio facilis nostrum itaque illo.,2026-04-15,14:43:29,L00970,Medium,Online impersonation,Confirmed,DOC02888,0.91,2024-09-15 14:18:21,2026-03-17 12:26:31
CR00692,C00506,Illegal Gambling,Violent,Distinctio a ad omnis facilis id ratione in deleniti quis sapiente ipsa incidunt nulla fugiat.,2025-12-28,19:32:32,L01730,Medium,Forged documents,Closed,DOC01540,0.73,2025-03-27 07:02:52,2025-04-12 20:02:52
CR00693,C00542,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-20,00:11:11,L01000,High,Layered transactions,Confirmed,DOC02133,0.93,2024-10-10 22:36:47,2025-03-02 18:31:23
CR00694,C00695,Assault,Financial,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-06-22,07:15:13,L00274,Medium,Vehicle-based movement,Reported,DOC02768,0.94,2025-06-11 03:09:44,2025-07-06 19:09:44
CR00695,C01164,Forgery,Property,Ducimus esse accusamus iusto facilis eveniet accusantium vitae.,2024-11-26,08:58:15,L00737,Low,Coordinated calls,Reported,DOC02453,0.93,2024-10-27 02:14:08,2024-11-21 01:14:08
CR00696,C00179,Burglary,Violent,Beatae maiores ad nulla natus voluptatibus quis vitae nisi aperiam nostrum hic laboriosam repudiandae nisi esse.,2024-10-02,05:09:37,L02202,Medium,Online impersonation,Reported,DOC02810,0.73,2024-10-25 12:48:58,2024-11-30 21:24:53
CR00697,C01161,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-07,16:00:04,L00186,High,False identity,Reported,DOC00886,0.92,2024-11-27 17:45:04,2025-09-21 04:40:50
CR00698,C00425,Illegal Gambling,Property,Provident natus sapiente eligendi fugiat ex vitae vel fuga in fugit libero libero.,2024-12-21,18:34:25,L01744,High,Vehicle-based movement,Reported,DOC01549,0.85,2024-08-26 03:28:30,2025-02-13 01:27:35
CR00699,C00552,Money Laundering,Financial,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-01,02:07:21,L01673,Low,Online impersonation,Confirmed,DOC01514,0.83,2026-07-10 09:36:35,2026-07-28 12:36:35
CR00700,C00726,Smuggling,Organized,Quisquam tempora culpa nihil nihil architecto architecto eveniet quam vel id excepturi ipsam quisquam tempora totam nostrum.,2025-01-20,10:37:47,L00105,Low,Vehicle-based movement,Closed,DOC00344,0.88,2024-03-14 15:43:10,2024-04-10 05:43:10
CR00701,C00710,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-09,04:51:36,L02425,Low,False identity,Under Investigation,DOC02348,0.92,2024-08-02 18:43:00,2024-11-20 04:46:16
CR00702,C00876,Forgery,Cyber,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-22,16:27:05,L01328,Medium,Vehicle-based movement,Confirmed,DOC02660,0.76,2024-01-01 20:23:31,2024-10-10 18:05:57
CR00703,C00839,Cybercrime,Cyber,Optio neque magnam accusamus maiores reiciendis mollitia temporibus quis hic labore illo commodi fugiat voluptate id.,2025-06-13,01:02:50,L01251,Critical,Vehicle-based movement,Under Investigation,DOC02856,0.94,2024-11-05 02:49:13,2024-12-28 00:54:14
CR00704,C00165,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-09,17:02:28,L00022,Low,Coordinated calls,Confirmed,DOC02273,0.82,2026-08-08 06:46:37,2026-08-08 12:46:37
CR00705,C00006,Cybercrime,Financial,Aut neque repellendus laborum laudantium vitae fuga tempore nemo culpa officia iusto expedita minima.,2024-07-08,06:21:21,L01280,Critical,False identity,Reported,DOC01408,0.77,2024-04-18 06:01:24,2024-05-11 09:01:24
CR00706,C00297,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-22,10:49:46,L01383,High,Forged documents,Closed,DOC00820,0.91,2024-06-17 23:52:30,2024-07-07 20:52:30
CR00707,C00952,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-08,10:08:35,L01524,Low,False identity,Reported,DOC01732,0.9,2026-05-29 16:26:11,2026-06-24 09:26:11
CR00708,C00383,Vehicle Theft,Violent,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-15,20:19:08,L00266,High,Layered transactions,Under Investigation,DOC02252,0.72,2024-01-03 13:42:28,2024-10-18 12:36:48
CR00709,C00421,Illegal Gambling,Violent,Maxime impedit id autem ducimus velit quibusdam eius saepe.,2024-07-05,09:42:25,L01558,Low,Forged documents,Under Investigation,DOC02918,0.93,2024-04-13 08:46:42,2024-05-22 18:49:21
CR00710,C00990,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-08,11:13:01,L00132,High,Layered transactions,Closed,DOC02916,0.91,2026-01-09 23:48:23,2026-05-24 06:00:08
CR00711,C00933,Illegal Gambling,Violent,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-02,12:26:46,L01917,Medium,Coordinated calls,Reported,DOC00784,0.91,2024-06-28 01:48:07,2025-01-29 17:28:45
CR00712,C01120,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-27,03:20:26,L00902,High,Layered transactions,Confirmed,DOC00849,0.95,2026-05-07 03:32:04,2026-05-19 11:32:04
CR00713,C00251,Vehicle Theft,Violent,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-13,21:45:25,L01361,Low,Online impersonation,Closed,DOC00474,0.84,2025-12-11 00:27:31,2026-07-08 23:35:38
CR00714,C00463,Money Laundering,Cyber,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-04,10:21:47,L00470,Medium,False identity,Closed,DOC00837,0.86,2024-01-03 02:25:59,2026-06-15 03:19:51
CR00715,C01078,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-12,19:57:59,L00232,Low,Coordinated calls,Under Investigation,DOC02233,0.9,2024-01-16 17:46:10,2026-07-20 11:41:26
CR00716,C00103,Forgery,Organized,Veniam rerum aperiam nisi fugiat illo sint itaque suscipit esse soluta totam.,2024-06-09,10:39:52,L01037,Critical,Layered transactions,Under Investigation,DOC02131,0.85,2024-10-21 13:58:38,2025-11-13 07:34:19
CR00717,C00934,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-14,22:42:42,L02092,Critical,Forged documents,Confirmed,DOC02853,0.92,2024-10-09 23:15:24,2025-02-23 02:42:45
CR00718,C00159,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-19,20:49:36,L01991,Medium,Online impersonation,Reported,DOC00154,0.78,2025-11-21 22:24:27,2026-05-30 08:00:57
CR00719,C00178,Vehicle Theft,Property,Error neque aliquid hic accusantium vel maxime deserunt quasi sed sint quam inventore commodi inventore.,2026-05-05,11:35:15,L00783,Critical,Forged documents,Closed,DOC01340,0.85,2025-07-19 06:08:57,2025-08-17 10:08:57
CR00720,C00845,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-03,21:41:05,L00277,Low,Vehicle-based movement,Under Investigation,DOC02131,0.96,2025-01-03 21:04:45,2025-01-14 20:04:45
CR00721,C00842,Robbery,Property,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-29,05:45:29,L02496,Medium,False identity,Closed,DOC01856,0.93,2024-02-09 12:55:10,2025-11-18 15:18:14
CR00722,C00210,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-18,02:37:15,L02236,High,Layered transactions,Under Investigation,DOC01294,0.86,2026-06-17 05:36:02,2026-06-19 19:36:02
CR00723,C00972,Burglary,Property,Deleniti earum ipsa quibusdam ipsam magni velit mollitia qui unde accusantium eligendi ex officiis officiis magnam maiores quas.,2025-06-28,05:31:52,L01524,High,Forged documents,Under Investigation,DOC01750,0.8,2024-10-21 08:45:46,2025-12-10 10:18:12
CR00724,C00932,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-09,00:34:50,L02048,Critical,Vehicle-based movement,Reported,DOC01115,0.94,2025-12-14 13:19:04,2026-06-05 06:15:12
CR00725,C00097,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-17,02:17:48,L02002,Medium,Forged documents,Reported,DOC02143,0.83,2025-07-04 18:46:04,2026-06-07 01:58:34
CR00726,C00777,Vehicle Theft,Financial,Laborum consequuntur ipsa porro velit iusto molestias non natus ullam ullam ea eum quos animi eos sapiente repellendus.,2025-06-25,23:00:26,L00306,Low,Vehicle-based movement,Confirmed,DOC02414,0.96,2025-05-26 08:28:12,2025-11-07 17:51:52
CR00727,C00960,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-14,12:02:13,L02166,Low,Vehicle-based movement,Confirmed,DOC02430,0.96,2024-09-12 05:52:55,2026-05-18 15:55:48
CR00728,C01116,Smuggling,Cyber,Vel omnis incidunt libero rem suscipit ullam animi quibusdam.,2025-10-06,08:44:38,L02401,High,Online impersonation,Confirmed,DOC02259,0.96,2026-02-28 03:54:07,2026-03-21 03:54:07
CR00729,C00690,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-24,13:13:11,L00169,Low,Forged documents,Reported,DOC01141,0.8,2024-11-22 15:21:37,2025-07-17 04:42:39
CR00730,C00458,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-11,11:00:55,L00616,Medium,Layered transactions,Confirmed,DOC01621,0.84,2024-05-28 22:35:11,2026-03-20 22:06:08
CR00731,C00065,Robbery,Organized,Vitae occaecati neque sit quas nam cupiditate sunt quo officiis maiores.,2025-01-29,09:06:59,L02355,Low,Online impersonation,Closed,DOC00532,0.96,2025-02-13 14:03:26,2025-03-13 01:03:26
CR00732,C00538,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-10,06:49:43,L01993,Medium,Online impersonation,Closed,DOC02218,0.77,2026-01-09 18:34:46,2026-01-13 21:34:46
CR00733,C00019,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-07-30,09:23:54,L01251,High,Vehicle-based movement,Reported,DOC00626,0.83,2026-01-16 03:03:03,2026-01-25 13:03:03
CR00734,C00471,Extortion,Property,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-03,21:38:59,L00593,Critical,Vehicle-based movement,Reported,DOC01144,0.73,2025-02-08 10:43:34,2025-03-02 08:43:34
CR00735,C00077,Fraud,Property,Iste debitis tempora mollitia deleniti pariatur iusto at ex quis illum ut assumenda.,2025-08-02,19:57:32,L00282,Low,Vehicle-based movement,Closed,DOC02782,0.75,2025-08-14 04:43:55,2025-09-02 09:43:55
CR00736,C00626,Money Laundering,Organized,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-24,17:18:56,L00384,Critical,False identity,Closed,DOC01976,0.78,2024-03-20 12:17:14,2025-04-17 00:06:43
CR00737,C00345,Extortion,Cyber,Voluptatum sunt quo quo qui eum nisi eaque quam enim autem enim fugit error reiciendis.,2026-08-04,18:27:04,L01926,Medium,Layered transactions,Under Investigation,DOC02665,0.88,2026-05-30 15:37:12,2026-06-28 22:37:12
